"id","hadith_id","source","tradition","volume","chapter_no","hadith_no","chapter","category","chain_indx","text_ar","text_en","sanad","matn_en","grade_tradition","grade_source","grade_value","gradings_full","url","page_ref"
"rabi_0156","156","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","24","156","في أحكام المياه","في أحكام المياه","","أبو عبيدة عن جابر بن زيد عن ابن عباس عن النبيء صلى الله عليه وسلم قال: «الماء طهور لا ينجسه إلا ما غير لونه أو طعمه أو رائحته».","","","","Ibadi","","","","","V01P042"
"rabi_0157","157","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","24","157","في أحكام المياه","في أحكام المياه","","أبو عبيدة عن جابر بن زيد قال: قال رسول الله صلى الله عليه وسلم: «إذا كان الماء قدر قلتين لم يحتمل خبثا». وفي رواية أخرى: «قدر قلتين ماء لا ينجسه شيء».","","","","Ibadi","","","","","V01P042"
"rabi_0158","158","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","24","158","في أحكام المياه","في أحكام المياه","","أبو عبيدة عن جابر بن زيد قال: بلغني عن عمر بن الخطاب رضي الله عنه قال: سئل رسول الله صلى الله عليه وسلم عن السباع ترد الحياض وتشرب منها؟ فقال رسول الله: «لها ما ولغت في بطونها ولكم ما غبر».","","","","Ibadi","","","","","V01P042"
"rabi_0159","159","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","24","159","في أحكام المياه","في أحكام المياه","","أبو عبيدة قال: بلغني عن كبيشة بنت كعب بن مالك، وكانت تحت أبي قتادة الأنصاري، أنها سكبت لأبي قتادة وضوءا، فجاءت هرة تشرب منه، فأصغى أبو قتادة لها الإناء، حتى شربت؛ قالت كبيشة: فرآني أنظر إليه، فقال: أتعجبين مما رأيت؟ قالت: قلت نعم، قال لي: إن رسول الله صلى الله عليه وسلم قال: «إنها ليست بنجسة، إنما هي من الطوافين والطوافات عليكم».","","","","Ibadi","","","","","V01P042"
"rabi_0160","160","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","24","160","في أحكام المياه","في أحكام المياه","","أبو عبيدة عن جابر بن زيد عن عائشة رضي الله عنها أنها قالت: كنت أتوضأ أنا ورسول الله صلى الله عليه وسلم من إناء قد أصابت منه الهرة قبل ذلك.","","","","Ibadi","","","","","V01P042"
"rabi_0161","161","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","24","161","في أحكام المياه","في أحكام المياه","","أبو عبيدة عن جابر بن زيد عن ابن عباس أن رجلا سأل رسول الله صلى الله عليه وسلم عن ماء البحر فقال: يا رسول الله، إنا لنركب البحر على أرماث لنا، وتحضرنا الصلاة وليس معنا ماء إلا لشفاهنا، أفنتوضأ بماء البحر؟ فقال رسول الله صلى الله عليه وسلم: «هو الطهور ماؤه، والحل ميتته».","","","","Ibadi","","","","","V01P043"
"rabi_0162","162","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","24","162","في أحكام المياه","في أحكام المياه","","أبو عبيدة عن جابر بن زيد قال: أدركت من الصحابة أناسا أكثر فتياهم حديث النبيء صلى الله عليه وسلم يقولون : قال النبيء صلى الله عليه وسلم: «لا يبولن أحدكم في الماء الدائم ثم يغتسل منه أو يتوضأ».","","","","Ibadi","","","","","V01P043"
"rabi_0163","163","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","24","163","في أحكام المياه","في أحكام المياه","","أبو عبيدة عن جابر بن زيد عن ابن عباس أن بعض نساء النبيء صلى الله عليه وسلم اغتسلت من الجنابة فجاء النبيء صلى الله عليه وسلم فتوضأ من فضلها.","","","","Ibadi","","","","","V01P043"
"rabi_0164","164","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","24","164","في أحكام المياه","في أحكام المياه","","أبو عبيدة عن جابر بن زيد عن ابن عباس قال: نهى رسول الله صلى الله عليه وسلم الجنب أن يغتسل في الماء الدائم، ونهى عن الوضوء بفضل المرأة، وكذلك في الرجل.","","","","Ibadi","","","","","V01P043"
"rabi_0165","165","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","24","165","في أحكام المياه","في أحكام المياه","","أبو عبيدة عن جابر بن زيد قال: يروى عن عبد الله بن مسعود ليلة الجن في إجازة النبيء صلى الله عليه وسلم له أن يتوضأ بالنبيذ، قد سمعت جملة من الصحابة يقولون ما حضر ابن مسعود تلك الليلة، والذي رفع عنه كذب، والله أعلم بالغيب.","","","","Ibadi","","","","","V01P043"
"rabi_0166","166","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","25","166","فرض التيمم والعذر الذي يوجبه","فرض التيمم والعذر الذي يوجبه","","أبو عبيدة عن جابر بن زيد عن عائشة أم المؤمنين رضي الله عنها قالت: سافرنا مع رسول الله صلى الله عليه وسلم في بعض أسفاره، حتى إذا كنا بالبيداء انقطع عقد لي، فأقام رسول الله صلى الله عليه وسلم على التماسه، وأقام الناس معه وليسوا على ماء، وليس معهم ماء، فأتوا إلى أبي بكر الصديق رضي الله عنه فقالوا: ألا ترى ما صنعت ابنتك بالناس، أقامتهم على غير ماء؟ فجاء أبو بكر إلى رسول الله صلى الله عليه وسلم فوجده واضعا رأسه على فخذي وقد نام، فقال: قد حبست رسول الله صلى الله عليه وسلم والناس ليسوا على ماء، ولا ماء معهم ، قالت عائشة: فعاتبني أبو بكر وقال ما شاء الله أن يقول، فجعل يطعن بيده في خاصرتي، فمنعت نفسي من الحركة لمكان رأس رسول الله صلى الله عليه وسلم على فخذي، فنام رسول الله صلى الله عليه وسلم حتى أصبح على غير ماء، فأنزل الله آية التيمم، قالت: فبعثنا البعير الذي كنت عليه فوجدنا القلادة تحته.","","","","Ibadi","","","","","V01P044"
"rabi_0167","167","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","25","167","فرض التيمم والعذر الذي يوجبه","فرض التيمم والعذر الذي يوجبه","","أبو عبيدة عن جابر بن زيد عن ابن عباس عن النبيء صلى الله عليه وسلم أنه سئل عن التيمم فقال: «جعلت لي الأرض مسجدا وترابها طهورا». قال جابر: وهذه الرواية تمنع من التيمم من غير تراب. قال الربيع: والمسجد ما استقرت عليه مساجد المصلي، وهي سبعة أعضاء: القدمان والركبتان واليدان والجبهة.","","","","Ibadi","","","","","V01P044"
"rabi_0168","168","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","25","168","فرض التيمم والعذر الذي يوجبه","فرض التيمم والعذر الذي يوجبه","","أبو عبيدة عن جابر بن زيد عن ابن عباس قال: قال رسول الله صلى الله عليه وسلم يوما لأبي ذر رضي الله عنه: «الصعيد الطيب يكفي ولو إلى سنين ، فإذا وجدت الماء فامسس به جلدك» .","","","","Ibadi","","","","","V01P044"
"rabi_0169","169","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","25","169","فرض التيمم والعذر الذي يوجبه","فرض التيمم والعذر الذي يوجبه","","أبو عبيدة عن جابر بن زيد عن أبي هريرة عن النبيء صلى الله عليه وسلم قال لأبي ذر: «التيمم يكفيك إن لم تجد الماء عشر سنين» .","","","","Ibadi","","","","","V01P045"
"rabi_0170","170","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","25","170","فرض التيمم والعذر الذي يوجبه","فرض التيمم والعذر الذي يوجبه","","أبو عبيدة عن جابر بن زيد عن ابن عباس عن عمار بن ياسر قال: اجتنبت فتمعكت في التراب، فقال رسول الله صلى الله عليه وسلم: «أما يكفيك هكذا؟»، فمسح وجهه ويديه إلى الرسغين.","","","","Ibadi","","","","","V01P045"
"rabi_0171","171","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","25","171","فرض التيمم والعذر الذي يوجبه","فرض التيمم والعذر الذي يوجبه","","أبو عبيدة عن جابر بن زيد عن ابن عباس عن عمار بن ياسر رضي الله عنهم قال: تيممنا مع رسول الله صلى الله عليه وسلم، فضربنا ضربة للوجه وضربة لليدين.","","","","Ibadi","","","","","V01P045"
"rabi_0172","172","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","26","172","الزجر عن غسل المريض","الزجر عن غسل المريض","","أبو عبيدة عن جابر بن زيد عن ابن عباس قال: خرج عمرو بن العاص إلى غزوة ذات السلاسل وهو أمير على الجيش، فأجنب، فخاف من شدة برد الماء، فتيمم، فلما قدم على رسول الله صلى الله عليه وسلم أخبره أصحابه بما فعل عمرو، فقال رسول الله صلى الله عليه وسلم: «يا عمرو، لم فعلت ما فعلت، ومن أين علمت؟» فقال: يارسول الله، وجدت الله يقول: {ولا تقتلوا أنفسكم إن الله كان بكم رحيما} فضحك النبيء صلى الله عليه وسلم ولم يرد عليه شيئا.","","","","Ibadi","","","","","V01P045"
"rabi_0173","173","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","26","173","الزجر عن غسل المريض","الزجر عن غسل المريض","","أبو عبيدة عن جابر بن زيد قال: بلغني أن رجلا أجنب في سفره في يوم بارد فامتنع من الغسل، فأمر به ، فاغتسل فمات. فقيل ذلك لرسول الله صلى الله عليه وسلم، فقال: «قتلوه قتلهم الله».","","","","Ibadi","","","","","V01P045"
"rabi_0174","174","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","26","174","الزجر عن غسل المريض","الزجر عن غسل المريض","","قال أبو عبيدة: قال جابر بن زيد: فقيل للنبيء صلى الله عليه وسلم: إنه أمر بالغسل كما ترى، فكر عليه الجدري، فمات، فقال النبيء صلى الله عليه وسلم: «قتلوه قتلهم الله ماذا عليهم لو أمروه بالتيمم؟». كتاب الصلاة ووجوبها","","","","Ibadi","","","","","V01P046"
